Iteration,Time Step,Time,Vx Vel,Vy Vel,Vz Vel,Pressure,Temp,TKE,TED,Scalar
933,94,94,0.278832,0.152797,0.0353128,0.0892349,21.195,0.166825,0.0563734,0
934,94,94,0.278836,0.152798,0.0353163,0.0892349,21.195,0.166917,0.0563869,0
935,94,94,0.27884,0.152798,0.0353194,0.0892349,21.195,0.166988,0.0563881,0
936,94,94,0.278844,0.152799,0.0353221,0.0892349,21.195,0.167049,0.0563977,0
937,94,94,0.278848,0.152799,0.0353244,0.0892349,21.195,0.1671,0.0564025,0
938,94,94,0.278852,0.1528,0.0353265,0.0892349,21.195,0.167147,0.056414,0
939,94,94,0.278855,0.1528,0.0353284,0.0892349,21.195,0.167188,0.056409,0
940,94,94,0.278854,0.152795,0.0353209,0.089266,21.195,0.167191,0.0564128,0
941,95,95,0.278851,0.152639,0.0354278,0.089266,21.195,0.16771,0.0564878,0
942,95,95,0.27886,0.152637,0.0354343,0.089266,21.195,0.167909,0.0565006,0
943,95,95,0.278865,0.152638,0.0354388,0.089266,21.195,0.168028,0.0565284,0
944,95,95,0.278868,0.152639,0.0354423,0.089266,21.195,0.168117,0.0565296,0
945,95,95,0.278872,0.15264,0.0354454,0.089266,21.195,0.168183,0.0565402,0
946,95,95,0.278876,0.15264,0.0354481,0.089266,21.195,0.16824,0.0565381,0
947,95,95,0.278879,0.152641,0.0354505,0.089266,21.195,0.168289,0.0565562,0
948,95,95,0.278883,0.152641,0.0354527,0.089266,21.195,0.16833,0.0565502,0
949,95,95,0.278886,0.152642,0.0354546,0.089266,21.195,0.16837,0.0569227,0
950,95,95,0.278886,0.152637,0.0354454,0.0892961,21.195,0.168372,0.0569264,0
951,96,96,0.278882,0.152483,0.0355528,0.0892961,21.195,0.168863,0.0572461,0
952,96,96,0.278891,0.15248,0.0355587,0.0892961,21.195,0.169046,0.0572394,0
953,96,96,0.278896,0.152481,0.0355629,0.0892961,21.195,0.16916,0.0570851,0
954,96,96,0.2789,0.152481,0.0355662,0.0892961,21.195,0.169241,0.0569771,0
955,96,96,0.278903,0.152486,0.0355706,0.0892961,21.195,0.169305,0.057029,0
956,96,96,0.278906,0.152486,0.0355734,0.0892961,21.195,0.169359,0.0571774,0
957,96,96,0.27891,0.152486,0.0355757,0.0892961,21.195,0.169403,0.0571361,0
958,96,96,0.278914,0.152486,0.0355777,0.0892961,21.195,0.169445,0.0569987,0
959,96,96,0.278917,0.152486,0.0355794,0.0892961,21.195,0.169481,0.056905,0
960,96,96,0.278918,0.152483,0.0355679,0.0893252,21.195,0.169483,0.0569083,0
961,97,97,0.278912,0.152331,0.0356755,0.0893252,21.195,0.169932,0.0569082,0
962,97,97,0.278921,0.152327,0.035681,0.0893252,21.195,0.17011,0.0569655,0
963,97,97,0.278926,0.152327,0.0356849,0.0893252,21.195,0.170223,0.0569221,0
964,97,97,0.27893,0.152327,0.035688,0.0893252,21.195,0.170305,0.0569397,0
965,97,97,0.278933,0.152327,0.0356909,0.0893252,21.195,0.170367,0.0569785,0
966,97,97,0.278937,0.152327,0.0356935,0.0893252,21.195,0.17042,0.0569436,0
967,97,97,0.278941,0.152328,0.0356958,0.0893252,21.195,0.170463,0.0569374,0
968,97,97,0.278944,0.152328,0.0356979,0.0893252,21.195,0.170505,0.056924,0
969,97,97,0.278947,0.152328,0.0356998,0.0893252,21.195,0.17054,0.0570044,0
970,97,97,0.27895,0.152326,0.0356879,0.0893532,21.195,0.170542,0.0570075,0
971,98,98,0.278942,0.152173,0.0357948,0.0893532,21.195,0.170962,0.057065,0
972,98,98,0.278951,0.152168,0.0358,0.0893532,21.195,0.171136,0.0570483,0
973,98,98,0.278955,0.152168,0.0358038,0.0893532,21.195,0.171249,0.0571246,0
974,98,98,0.278959,0.152168,0.0358069,0.0893532,21.195,0.171329,0.0570966,0
975,98,98,0.278963,0.152168,0.0358098,0.0893532,21.195,0.171394,0.0570895,0
976,98,98,0.278967,0.152168,0.0358124,0.0893532,21.195,0.171445,0.0570483,0
977,98,98,0.27897,0.152168,0.0358148,0.0893532,21.195,0.171492,0.0570507,0
978,98,98,0.278973,0.152169,0.035817,0.0893532,21.195,0.171531,0.0570567,0
979,98,98,0.278977,0.152169,0.0358189,0.0893532,21.195,0.17157,0.0570431,0
980,98,98,0.278979,0.152168,0.0358066,0.0893806,21.195,0.171572,0.0570461,0
981,99,99,0.27897,0.152015,0.0359136,0.0893806,21.195,0.171974,0.0570956,0
982,99,99,0.278978,0.15201,0.0359185,0.0893806,21.195,0.172147,0.0570983,0
983,99,99,0.278982,0.15201,0.0359222,0.0893806,21.195,0.17226,0.0571324,0
984,99,99,0.278986,0.15201,0.0359253,0.0893806,21.195,0.172339,0.0571525,0
985,99,99,0.278989,0.152009,0.0359283,0.0893806,21.195,0.172405,0.0571396,0
986,99,99,0.278993,0.15201,0.035931,0.0893806,21.195,0.172457,0.057129,0
987,99,99,0.278996,0.15201,0.0359336,0.0893806,21.195,0.172507,0.0571378,0
988,99,99,0.278999,0.15201,0.0359359,0.0893806,21.195,0.172547,0.0571465,0
989,99,99,0.279002,0.152011,0.035938,0.0893806,21.195,0.172588,0.0571663,0
990,99,99,0.279005,0.152011,0.035925,0.0894096,21.195,0.17259,0.0571693,0
991,100,100,0.278994,0.15186,0.0360324,0.0894096,21.195,0.172983,0.0572455,0
992,100,100,0.279002,0.151855,0.036037,0.0894096,21.195,0.173177,0.0572856,0
993,100,100,0.279006,0.151855,0.0360406,0.0894096,21.195,0.173297,0.0573022,0
994,100,100,0.279009,0.151854,0.0360437,0.0894096,21.195,0.173385,0.057283,0
995,100,100,0.279013,0.151854,0.0360468,0.0894096,21.195,0.173453,0.0573173,0
996,100,100,0.279016,0.151854,0.0360496,0.0894096,21.195,0.173511,0.0573531,0
997,100,100,0.279019,0.151855,0.0360523,0.0894096,21.195,0.173558,0.057351,0
998,100,100,0.279022,0.151855,0.0360547,0.0894096,21.195,0.173605,0.0573814,0
999,100,100,0.279025,0.151856,0.036057,0.0894096,21.195,0.173642,0.0573534,0
1000,100,100,0.279028,0.151856,0.0360441,0.089442,21.195,0.173645,0.0573567,0
